,persname,dipl,dipl_ctx_lr15,pb_n,doc,dipl-ids
1201,Pedanios_Dioskurides,Dioſcorides,vnfreuntlichen geſchmacks dẽ Apotecker der kan ſie bereyten nach eyns yeden gefallen / Dioſcorides lert diſer waſ⸗ ſer Epff ſei in allen dingen zů brauchen jnnerlich vnd eüſſerlich,cxxxviij,NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock,"['RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sSpan24881', 'RIDGES_Herbology_Version9.0/NewKreuetterbuch-CXXXIIIJ-CXXXVIIJ_1539_Bock#sTok24882_virtualSpan']"
1202,Anna_von_Böhmen_und_Ungarn,Anna Roͤmiſchen zů Hungern vnd Behem,/ Fraw Anna Roͤmiſchen zů Hungern vnd Behem Künigin / Der Ertzhertzogin zů oͤſtereich / Hertzogin zů Burgund / Steyr / aller Crain / durchleuchtigſten chriſten⸗ lichſten hochgebornen Fürſtin vnd Frawen,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok12_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok14_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok15_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok16_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok17_virtualSpan']"
1203,Theophrastos,Theophraſtus,beladen . So doch wiſſentlich iſt / wie die alten artzet / in ſonder⸗ heyt Theophraſtus / Dioſcorides vnnd Galenus / nichts eerlicher noch noͤtiger zů ſein geacht haben / dañ,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13285', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13286_virtualSpan']"
1204,Pedanios_Dioskurides,Dioſcorides,So doch wiſſentlich iſt / wie die alten artzet / in ſonder⸗ heyt Theophraſtus / Dioſcorides vnnd Galenus / nichts eerlicher noch noͤtiger zů ſein geacht haben / dañ diſe vleiſſige,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13286', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13287_virtualSpan']"
1205,Galenos,Galenus,wiſſentlich iſt / wie die alten artzet / in ſonder⸗ heyt Theophraſtus / Dioſcorides vnnd Galenus / nichts eerlicher noch noͤtiger zů ſein geacht haben / dañ diſe vleiſſige erkündigung der,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13287', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13288_virtualSpan']"
1206,Genthios,Gen tio,Latein Gentiana genent würt / jren namen / weder von der Sclauen oder Croatier Koͤnig Gen tio überkom̃en : Alſo iſt das kraut ſo wir Weiderich heyſſen / von Lyſimacho der Macedonier,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1283_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1284_virtualSpan']"
1207,Lysimachos,Lyſimacho,Koͤnig Gen tio überkom̃en : Alſo iſt das kraut ſo wir Weiderich heyſſen / von Lyſimacho der Macedonier Koͤnig / Lyſimachia geheyſſen worden / Deſzgleichen iſt das kraut welchs wir waſſer,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13289', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13290_virtualSpan']"
1208,Mithridates,Mithridate,worden / Deſzgleichen iſt das kraut welchs wir waſſer Bathengel nennen / von dem Koͤnig Mithridate / Mi thridatia genent worden . Alſo iſt auch der Beyfůſz auſz keiner andern vrſachen,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13290', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13291_virtualSpan']"
1209," Mausolos_II, Michael_Ettmüller",Mau⸗ ſoli,keiner andern vrſachen Artemiſia geheyſſen / dañ von der Koͤnigin die ein gemahel des Koͤnigs Mau⸗ ſoli geweſen / welche denſelbigen durch jren ſondern vleiſz erfunden / vñ jm dar⸗ nach ſoͤlchen,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1347_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1348_virtualSpan']"
1210,König_Salomon,Salomon,wer iſt vor vnd nach vnder allen Koͤni⸗ gen ſo mechtig vñ gewaltig geweſen als Salomon / noch wolt er nichts deſter weniger ſich allſo ſeer in der erkantnuſz der kreüter,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13292', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13293_virtualSpan']"
1211,Anna_von_Böhmen_und_Ungarn,Roͤmiſch vñ zů Hungern,den vnnd diſputieren . Gleicher weiſz vnnd geſtalt thůt auch yetzund der aller durchleutigeſt hochgeborn Roͤmiſch vñ zů Hungern Koͤnig etc. ewer Koͤnigli chen Maieſtat gemahel / mein aller gnedigſter Herr / der ſich,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1450_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1451_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1452_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1453_virtualSpan']"
1212,Michael_Isigrin,Michael Jſingrin,beuilch . Datum Tübingen den dritten tag des Mertzens / im jar M. D. MLIII. Michael Jſingrin zum Leſer . DAmit vnſer New Kreüterbůch / Günſtiger lieber Leſer / welchs wir nit,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1783_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok1784_virtualSpan']"
1213,Pedanios_Dioskurides,Dioſcoride,allein was von den vrelteſten / hochberuͤmpſten  vnd ſolcher künſten erfarnen aͤrtzten / als Dioſcoride / Theophraſto / Galeno / Plinio etc. de⸗ ren keiner in vierzehen hundert vñ mehr,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13295', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13296_virtualSpan']"
1214,Theophrastos,Theophraſto,von den vrelteſten / hochberuͤmpſten  vnd ſolcher künſten erfarnen aͤrtzten / als Dioſcoride / Theophraſto / Galeno / Plinio etc. de⸗ ren keiner in vierzehen hundert vñ mehr jaren gelebt,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13296', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13297_virtualSpan']"
1215,Galenos,Galeno,vrelteſten / hochberuͤmpſten  vnd ſolcher künſten erfarnen aͤrtzten / als Dioſcoride / Theophraſto / Galeno / Plinio etc. de⸗ ren keiner in vierzehen hundert vñ mehr jaren gelebt / jnen,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13297', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13298_virtualSpan']"
1216,Plinius_der_Ältere,Plinio,hochberuͤmpſten  vnd ſolcher künſten erfarnen aͤrtzten / als Dioſcoride / Theophraſto / Galeno / Plinio etc. de⸗ ren keiner in vierzehen hundert vñ mehr jaren gelebt / jnen zůgeſchriben vñ,NaN,NewKreuterbuch-VR_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sSpan13298', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1543_Fuchs#sTok13299_virtualSpan']"
1217,König_Salomon,Koͤnig Sa⸗ lomon,ich ein herrli⸗ cher vnd g_iſſer exempel darthuen kan / nemlich den allerweiſſeſten vnd gewaltigſten Koͤnig Sa⸗ lomon / w_cher ſich neben ſeinen groſſen geſchefften / vnnd Goͤttliches geſatzes volnſtreckung / der erdgeweck_n,NaN,NewKreuterbuch-VR_1563_Handsch,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1563_Handsch#sTok1418_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1563_Handsch#sTok1419_virtualSpan', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1563_Handsch#sTok1420_virtualSpan']"
1218,Pedanios_Dioskurides,Dioſcoride,belangendt / wirdt die ordnung _oſcoridis gehalten / allein das ettliche gewechſz / ſo vomo Dioſcoride nicht beſchrieben / hin vnd wider_ bequemlichen or⸗ ten mit vntergemiſcht ſindt . Die ordnung,NaN,NewKreuterbuch-VR_1563_Handsch,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1563_Handsch#sSpan15039', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-VR_1563_Handsch#sTok15040_virtualSpan']"
1219,Galenos,Galenus,bleiben / aber im Herbſt ſo werden ſie bleichrot . Die natur vnd complexion . Galenus hat das Aron im erſten grad warm vnnd trucken geſetzt . Aber das iſt von,NaN,NewKreuterbuch-c19-25_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch-c19-25_1543_Fuchs#sSpan20307', 'RIDGES_Herbology_Version9.0/NewKreuterbuch-c19-25_1543_Fuchs#sTok20308_virtualSpan']"
1220,Pedanios_Dioskurides,Dioſcorides,Apotecken bliben iſt . Geſchlecht . Des Wermůts find mañ dreierley geſchlecht / wie das Dioſcorides vnd Galenus klaͤrlich anzeygen . Das erſt nent man Roͤmiſch / oder gemeyn Wermůt .,NaN,NewKreuterbuch_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sSpan32616', 'RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sTok32617_virtualSpan']"
1221,Galenos,Galenus,iſt . Geſchlecht . Des Wermůts find mañ dreierley geſchlecht / wie das Dioſcorides vnd Galenus klaͤrlich anzeygen . Das erſt nent man Roͤmiſch / oder gemeyn Wermůt . Das ander,NaN,NewKreuterbuch_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sSpan32617', 'RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sTok32618_virtualSpan']"
1222,Galenos,Galenum,hitzig ſey / ſonder vil mehr kalt / wie das die ge⸗ lerten / ſo Galenum geleſen haben / wol wiſſen / vnd on von noͤten dem Leyen vil daruon zůſchreiben,NaN,NewKreuterbuch_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sSpan32618', 'RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sTok32619_virtualSpan']"
1223,Pedanios_Dioskurides,Dioſcorides,von der weiſſen Chamillen fürnemlich zůuerſton iſt . Geſchlecht . Der Chamillen / wie Dioſcorides klaͤrlich anzeygt / ſeind dreierley geſchlecht . Das erſt hat weiſz blůmen / vnnd würt,NaN,NewKreuterbuch_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sSpan32619', 'RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sTok32620_virtualSpan']"
1224,Pedanios_Dioskurides,Dioſcoride,/ oder geele Chamill . Das dritt geſchlecht hat purpur⸗ farb blůmen / würt vom Dioſcoride genent Eranthemon / derhalben das es in warmen landen im Lentzen am meyſten blüet .,NaN,NewKreuterbuch_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sSpan32620', 'RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sTok32621_virtualSpan']"
1225,Pedanios_Dioskurides,Dioſcorides,. Diſer nam iſt in den Apotecken bliben . Geſchlecht . Der Hauſzwurtz / wie Dioſcorides anzeygt / ſeind dreierley geſchlecht . Das erſt würt genent groſz Hauſzwurtz / darumb das,NaN,NewKreuterbuch_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sSpan32621', 'RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sTok32622_virtualSpan']"
1226,Pedanios_Dioskurides,Dioſcorides,wenig / ſeind aber kalt im drit⸗ ten grad . Das dritt geſchlecht / wie Dioſcorides vnnd alle allte bewaͤrte aͤrtzet anzeygen / ja wie das auch klaͤrlich der geſchmack /,NaN,NewKreuterbuch_1543_Fuchs,"['RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sSpan32622', 'RIDGES_Herbology_Version9.0/NewKreuterbuch_1543_Fuchs#sTok32623_virtualSpan']"
1227,Georgii_Weißen_von_Lymburg,GEOR- GII,/ gebornen Holtzhaͤuſerin / deſz Ehrnveſten und wolweiſen Herrn GEOR- GII Weiſſen von Lympurg / jetzt regieren⸗ den alten Herrn Buͤrgermeiſters all⸗ hie zu Franckfurt Tugent⸗ reichen Frauwen / IVSTINÆ Weiſſin,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok19_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok20_virtualSpan']"
1228,Margarethae,MARGA- RETHÆ,"hie zu Franckfurt / Ehelichen Hauſzfrawen . Und denn auch der Ehrn vnd Tugendtreichen Frauwen MARGA- RETHÆ Kellnerin / gebornen Newhaͤuſe⸗ rin / deſz Ehrnveſten vnnd Hochgelehrten Herrn D. HENRICI KELNERI ,",NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok47_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok48_virtualSpan']"
1229,D._Henicikelneri,D. HENRICI KELNERI,"Tugendtreichen Frauwen MARGA- RETHÆ Kellnerin / gebornen Newhaͤuſe⸗ rin / deſz Ehrnveſten vnnd Hochgelehrten Herrn D. HENRICI KELNERI , dieſer Stadt Syndici , Ehelichen Hauſzfrawen . GOttes Gnad vñ Se⸗ gen / beneben",NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok60_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok61_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok62_virtualSpan']"
1230,Syrach,Syrach,/ Es ſpricht Syrach in dem 38. Capitel : Die Artzney kompt von dem hoͤch⸗ ſten / der aller gluͤckſeligen Wolfahrt zu Leib vnnd Seel / Ehrenreiche vnd Tugendthaffte Frauwen,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sSpan16198', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok16199_virtualSpan']"
1231,Jesus_Sirach,Syrach,darauſz die Artze⸗ ney gemacht wirdt / hoch gelobet vnd gerhuͤmet . Zum andern lehret Syrach auch / daſz ein Mensch die von Gott er⸗ ſchaffene Artzeney in fuͤrfallenden Kranckheiten vnd,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sSpan16199', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok16200_virtualSpan']"
1232,Esaias,Wie denn auch der Prophet Eſaias,geſchaffen / vnd laſz jhn nicht von dir / weil du ſein doch bedarffeſt . Wie denn auch der Prophet Eſaias den König Hiskia nicht allein zu einem ſeligen Sterbſtuͤndlein berei⸗ tet / Sonder jhm auch,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok594_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok595_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok596_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok597_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok598_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok599_virtualSpan']"
1233, König_Hiskia,König Hiskia,dir / weil du ſein doch bedarffeſt . Wie denn auch der Prophet Eſaias den König Hiskia nicht allein zu einem ſeligen Sterbſtuͤndlein berei⸗ tet / Sonder jhm auch ein Pflaſter von,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok601_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok602_virtualSpan']"
1234,Jesus_Sirach,Syrach,ja vnſer Leben vnd Todt / zu Gottes Willen ſtellen . Zum dritten / zeigt Syrach auch an zweyerley Nutz vnd Brauch der Artzeney / ſo auſz der Erden waͤch⸗ ſet,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sSpan16202', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok16203_virtualSpan']"
1235,Paulus_von_Tarsus,S. Paulus Rom. I.,erkennen / vnd jn in ſeinen Wunderthaten preyſen lehr⸗ nen / das iſt / wie S. Paulus Rom. I. ſagt / Gottes vnſichtbares Weſen / ſeine ewige Allmächtigkeit vnnd Gottheit darauſzerſehen .,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok970_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok971_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok972_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok973_virtualSpan']"
1236,König_Salomo,Salomon,auch ſpinnen ſie nicht / Ich ſage euch / sagt Chriſtus Matth. 6. Daſz auch Salomon in aller ſeiner Herrligkeit nicht bekleydet geweſen iſt / als der⸗ ſelbigen eins . So,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sSpan16204', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok16205_virtualSpan']"
1237,Johann_Esaias_Silberschlag,Eſaiæ,verdorret / ſeine Doctor vnd Artzet ſeyn / vnd nem⸗ me mit Danck das Recept Eſaiæ 40. an : Alles Fleisch iſt Heuw / vnd alle ſeine Guͤte iſt wie ein,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sSpan16205', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok16206_virtualSpan']"
1238,Conrad_Roßbach,Conradum Roſzbach /,ſich niemand finden woͤllen / hab ich zu⸗ letzt den Ehrwirdigen vnd Wolge⸗ lehrten Herrn Conradum Roſzbach / Pfarrherrn zu S. Johanns Berg in der Wetteraw / vermoͤgt vnd er⸗ betten / dieſe,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok1649_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok1650_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok1651_virtualSpan']"
1239,Conrad_Roßbach,Roſzbachs,/ der Hoff⸗ nung / es werde jhm jedermann / bey⸗ des obgemeldtes Herrn Roſzbachs wolgemeynte Arbeit / wie auch mei⸗ nen angewendten zimblichen Ko⸗ ſten / gefallen laſſen /,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sSpan16207', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok16208_virtualSpan']"
1240,Margaretha,MARGARETHA,"Ehr vnd Treuw begegnet vnnd widerfahren . Wie vns dann / Ehr vnnd Tugentreiche Frauw MARGARETHA , noch nicht vergeſſen / auch nimmermehr vergeſſen ſoll / was Gutthaten mei⸗ ner Ehelichen",NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sSpan16208', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok16209_virtualSpan']"
1241,Georg_Neuhausen,Georg Newhauſen,vergeſſen ſoll / was Gutthaten mei⸗ ner Ehelichen Hauſzfrauwen von dem Ehrnveſten vnnd Wolweiſen Herrn Georg Newhauſen / Wei⸗ landt Rahtsverwandten vnnd Schoͤpffen allhier / E. E. vnnd T. vielgeliebtẽ Herrn Vattern,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok1993_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok1994_virtualSpan']"
1242,Justina,I v - S T I N A,"das beſte than ha⸗ ben . Deſzgleichen ſind vns auch/ Ehr vnd Tugentſame Frauw I v - S T I N A , von Weiland dem Ehrn⸗ veſten Junckherrn Conrad Weiſ⸗ ſen/ / Euwer E. vnd T.",NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2060_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2061_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2062_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2063_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2064_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2065_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2066_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2067_virtualSpan']"
1243,Conrad_Weisen,Conrad Weiſ⸗ ſen/,"I v - S T I N A , von Weiland dem Ehrn⸗ veſten Junckherrn Conrad Weiſ⸗ ſen/ / Euwer E. vnd T. Vielgeliebtes Herrn Brudern / vnnd ſeiner Hauſz⸗ frawen ſeligen /",NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2075_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2076_virtualSpan', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok2077_virtualSpan']"
1244,Matthias ,Matthiæ,Schirm deſz Allmaͤchtigen empfelen . Da⸗ tum Franckfurt am Mayn / auff deſz H. Apostels Matthiæ Tag / welcher war der 25. Februarij / im Jahr / nach der Gnadenreichen Menſch⸗,NaN,Paradeiszgaertlein-VR_1588_Rosbach,"['RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sSpan16212', 'RIDGES_Herbology_Version9.0/Paradeiszgaertlein-VR_1588_Rosbach#sTok16213_virtualSpan']"
1245,Carrichter,Carricher,die Podagriſchen Schmertzen lindern . Die Quackſalber schreiben ihm viel wunderbarliche Tu⸗ _nden zu . Carricher ruͤhmet es wieder die Zaube⸗ rey zu dem Ende es auch etliche den Kindern an,27,SonderbaresKraeuterbuch-21-36_1675_Anonymous,"['RIDGES_Herbology_Version9.0/SonderbaresKraeuterbuch-21-36_1675_Anonymous#sSpan17428', 'RIDGES_Herbology_Version9.0/SonderbaresKraeuterbuch-21-36_1675_Anonymous#sTok17429_virtualSpan']"
1246,Pedanios_Dioskurides,Dioſcorides,"/ wird aber zum under⸗ ſcheid des gemeinẽ Wermuths auſſ Lateiniſch Abſinthium montanum genennt . Dioſcorides , Aetius und Ægineta heiſſen ihne Abſinthium Ponticum , von Meſue wird er under dem",659,TheatrumBotanicum_1696_Verzascha,"['RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sSpan19552', 'RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sTok19553_virtualSpan']"
1247,Aetios_von_Amida,Aetius,"aber zum under⸗ ſcheid des gemeinẽ Wermuths auſſ Lateiniſch Abſinthium montanum genennt . Dioſcorides , Aetius und Ægineta heiſſen ihne Abſinthium Ponticum , von Meſue wird er under dem na⸗ men",659,TheatrumBotanicum_1696_Verzascha,"['RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sSpan19553', 'RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sTok19554_virtualSpan']"
1248,Paulos_von_Aigina,Ægineta,"under⸗ ſcheid des gemeinẽ Wermuths auſſ Lateiniſch Abſinthium montanum genennt . Dioſcorides , Aetius und Ægineta heiſſen ihne Abſinthium Ponticum , von Meſue wird er under dem na⸗ men Abſinthii Romani",659,TheatrumBotanicum_1696_Verzascha,"['RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sSpan19554', 'RIDGES_Herbology_Version9.0/TheatrumBotanicum_1696_Verzascha#sTok19555_virtualSpan']"
